OperatingDay,IrsId,RemoteId,Line,Direction,StopLat,StopLon,IrsStopCode,ArrivalTime,Duration,ScheduledArrivalTime,ScheduledDepartureTime,IsTimingPoint,DepartureTime
2019-09-02,53-403--TL-16,25921,403,1,-37.802040,144.960358,51570,2019-09-02T04:31:42Z,38,,2019-09-02T04:34:00Z,True,2019-09-02T04:32:20Z
2019-09-02,53-403--TL-16,25921,403,1,-37.801100,144.902161,48026,2019-09-02T04:52:48Z,0,2019-09-02T04:50:00Z,,True,2019-09-02T04:52:48Z
2019-09-03,53-403--TL-23,59127,403,2,-37.801100,144.902161,48026,2019-09-03T01:03:56Z,1563,,2019-09-03T00:43:00Z,True,2019-09-03T01:29:59Z
2019-09-03,53-403--TL-23,59127,403,2,-37.799484,144.955750,7587,2019-09-03T01:44:04Z,72,2019-09-03T00:58:00Z,2019-09-03T00:58:00Z,True,2019-09-03T01:45:16Z
2019-09-03,53-403--TL-23,59127,403,2,-37.802040,144.960358,51570,2019-09-03T01:46:52Z,0,2019-09-03T01:03:00Z,,True,2019-09-03T01:46:52Z
2019-09-03,53-403--TL-6,59127,403,1,-37.802040,144.960358,51570,2019-09-03T01:47:05Z,203,,2019-09-03T01:04:00Z,True,2019-09-03T01:50:28Z
2019-09-03,53-403--TL-6,59127,403,1,-37.801100,144.902161,48026,2019-09-03T02:05:06Z,0,2019-09-03T01:20:00Z,,True,2019-09-03T02:05:06Z
2019-09-03,53-403--TL-25,59127,403,2,-37.801100,144.902161,48026,2019-09-03T02:05:24Z,808,,2019-09-03T01:29:00Z,True,2019-09-03T02:18:52Z
2019-09-03,53-403--TL-25,59127,403,2,-37.799484,144.955750,7587,2019-09-03T02:34:37Z,92,2019-09-03T01:44:00Z,2019-09-03T01:44:00Z,True,2019-09-03T02:36:09Z
2019-09-03,53-403--TL-25,59127,403,2,-37.802040,144.960358,51570,2019-09-03T02:38:22Z,0,2019-09-03T01:49:00Z,,True,2019-09-03T02:38:22Z
2019-09-03,53-403--TL-8,59127,403,1,-37.802040,144.960358,51570,2019-09-03T02:38:43Z,36,,2019-09-03T01:50:00Z,True,2019-09-03T02:39:19Z
2019-09-03,53-403--TL-8,59127,403,1,-37.801100,144.902161,48026,2019-09-03T02:54:06Z,0,2019-09-03T02:06:00Z,,True,2019-09-03T02:54:06Z
2019-09-03,53-403--TL-27,59127,403,2,-37.801100,144.902161,48026,2019-09-03T02:54:22Z,91,,2019-09-03T02:18:00Z,True,2019-09-03T02:55:53Z
2019-09-03,53-403--TL-27,59127,403,2,-37.799484,144.955750,7587,2019-09-03T03:10:14Z,32,2019-09-03T02:33:00Z,2019-09-03T02:33:00Z,True,2019-09-03T03:10:46Z
2019-09-03,53-403--TL-27,59127,403,2,-37.802040,144.960358,51570,2019-09-03T03:13:41Z,0,2019-09-03T02:38:00Z,,True,2019-09-03T03:13:41Z
2019-09-03,53-403--TL-10,59127,403,1,-37.802040,144.960358,51570,2019-09-03T03:14:00Z,145,,2019-09-03T02:39:00Z,True,2019-09-03T03:16:25Z
2019-09-03,53-403--TL-10,59127,403,1,-37.801100,144.902161,48026,2019-09-03T03:29:36Z,0,2019-09-03T02:55:00Z,,True,2019-09-03T03:29:36Z
2019-09-03,53-403--TL-29,59127,403,2,-37.801100,144.902161,48026,2019-09-03T03:29:58Z,371,,2019-09-03T02:55:00Z,True,2019-09-03T03:36:09Z
2019-09-03,53-403--TL-29,59127,403,2,-37.799484,144.955750,7587,2019-09-03T03:51:53Z,76,2019-09-03T03:10:00Z,2019-09-03T03:10:00Z,True,2019-09-03T03:53:10Z
2019-09-03,53-403--TL-29,59127,403,2,-37.802040,144.960358,51570,2019-09-03T03:54:32Z,0,2019-09-03T03:15:00Z,,True,2019-09-03T03:54:32Z
2019-09-03,53-403--TL-12,59127,403,1,-37.802040,144.960358,51570,2019-09-03T03:54:39Z,111,,2019-09-03T03:16:00Z,True,2019-09-03T03:56:30Z
2019-09-03,53-403--TL-12,59127,403,1,-37.801100,144.902161,48026,2019-09-03T04:07:44Z,0,2019-09-03T03:32:00Z,,True,2019-09-03T04:07:44Z
2019-09-03,53-403--TL-31,59127,403,2,-37.801100,144.902161,48026,2019-09-03T04:07:58Z,334,,2019-09-03T03:35:00Z,True,2019-09-03T04:13:32Z
2019-09-03,53-403--TL-31,59127,403,2,-37.799484,144.955750,7587,2019-09-03T04:27:32Z,56,2019-09-03T03:50:00Z,2019-09-03T03:50:00Z,True,2019-09-03T04:28:28Z
2019-09-03,53-403--TL-31,59127,403,2,-37.802040,144.960358,51570,2019-09-03T04:30:38Z,0,2019-09-03T03:55:00Z,,True,2019-09-03T04:30:38Z
2019-09-03,53-403--TL-14,59127,403,1,-37.802040,144.960358,51570,2019-09-03T04:30:57Z,216,,2019-09-03T03:56:00Z,True,2019-09-03T04:34:33Z
2019-09-03,53-403--TL-14,59127,403,1,-37.801100,144.902161,48026,2019-09-03T04:47:10Z,0,2019-09-03T04:12:00Z,,True,2019-09-03T04:47:10Z
2019-09-03,53-403--TL-33,59127,403,2,-37.801100,144.902161,48026,2019-09-03T04:47:16Z,131,,2019-09-03T04:13:00Z,True,2019-09-03T04:49:27Z
2019-09-03,53-403--TL-18,26239,403,2,-37.801100,144.902161,48026,2019-09-02T23:04:29Z,52,,2019-09-02T23:05:00Z,True,2019-09-02T23:05:21Z
2019-09-03,53-403--TL-18,26239,403,2,-37.799484,144.955750,7587,2019-09-02T23:18:37Z,93,2019-09-02T23:20:00Z,2019-09-02T23:20:00Z,True,2019-09-02T23:20:11Z
2019-09-03,53-403--TL-18,26239,403,2,-37.802040,144.960358,51570,2019-09-02T23:22:59Z,0,2019-09-02T23:25:00Z,,True,2019-09-02T23:22:59Z
2019-09-03,53-403--TL-1,26239,403,1,-37.802040,144.960358,51570,2019-09-02T23:23:09Z,206,,2019-09-02T23:26:00Z,True,2019-09-02T23:26:35Z
2019-09-03,53-403--TL-1,26239,403,1,-37.801100,144.902161,48026,2019-09-02T23:39:06Z,0,2019-09-02T23:42:00Z,,True,2019-09-02T23:39:06Z
2019-09-03,53-403--TL-20,26239,403,2,-37.801100,144.902161,48026,2019-09-02T23:45:08Z,74,,2019-09-02T23:46:00Z,True,2019-09-02T23:46:22Z
2019-09-03,53-403--TL-20,26239,403,2,-37.799484,144.955750,7587,2019-09-03T00:04:18Z,47,2019-09-03T00:01:00Z,2019-09-03T00:01:00Z,True,2019-09-03T00:05:06Z
2019-09-03,53-403--TL-20,26239,403,2,-37.802040,144.960358,51570,2019-09-03T00:09:01Z,0,2019-09-03T00:06:00Z,,True,2019-09-03T00:09:01Z
2019-09-03,53-403--TL-3,26239,403,1,-37.802040,144.960358,51570,2019-09-03T00:09:19Z,42,,2019-09-03T00:07:00Z,True,2019-09-03T00:10:01Z
2019-09-03,53-403--TL-3,26239,403,1,-37.801100,144.902161,48026,2019-09-03T00:26:51Z,0,2019-09-03T00:23:00Z,,True,2019-09-03T00:26:51Z
2019-09-03,53-403--TL-22,26239,403,2,-37.801100,144.902161,48026,2019-09-03T00:27:04Z,65,,2019-09-03T00:26:00Z,True,2019-09-03T00:28:09Z
2019-09-03,53-403--TL-22,26239,403,2,-37.799484,144.955750,7587,2019-09-03T00:42:10Z,33,2019-09-03T00:41:00Z,2019-09-03T00:41:00Z,True,2019-09-03T00:42:44Z
2019-09-03,53-403--TL-22,26239,403,2,-37.802040,144.960358,51570,2019-09-03T00:44:27Z,0,2019-09-03T00:46:00Z,,True,2019-09-03T00:44:27Z
2019-09-03,53-403--TL-5,26239,403,1,-37.802040,144.960358,51570,2019-09-03T00:44:44Z,167,,2019-09-03T00:47:00Z,True,2019-09-03T00:47:31Z
2019-09-03,53-403--TL-5,26239,403,1,-37.801100,144.902161,48026,2019-09-03T01:02:29Z,0,2019-09-03T01:03:00Z,,True,2019-09-03T01:02:29Z
